IPAddress,Duration (in seconds),responseId,LocationLatitude,LocationLongitude,Q2,Q3,Q1,Q4,Q5,Q6,Q7,Q8,Q9,Q12_1,Q12_2,Q12_3,Q12_4,Q12_5,Q12_6,Q10_1,Q10_2,Q10_3,Q10_4,Q14_14,Q10_13,Q10_12,Q10_5,Q10_7,Q10_6,Q10_8,Q10_9,Q10_10,Q10_11,Q14b_1,Q15_1,Q15_2,Q15_3,Q15_4,Q15_5,Q15_6,Q15_7,Q109,Q113,Q114,Q116,Q117,Q16_1,Q16_2,Q17,Q20#1_1_1,Q20#1_2_1,Q20#1_3_1,Q20#1_4_1,Q20#1_5_1,Q20#1_6_1,Q20#1_7_1,Q20#1_8_1,Q20#1_9_1,Q20#1_10_1,Q20#1_11_1,Q20#1_12_1,Q20#1_13_1,Q20#1_14_1,Q20#2_1,Q20#2_2,Q20#2_3,Q20#2_4,Q20#2_5,Q20#2_6,Q20#2_7,Q20#2_8,Q20#2_9,Q20#2_10,Q20#2_11,Q20#2_12,Q20#2_13,Q20#2_14,Q118,Q22#1_1_1,Q22#1_2_1,Q22#1_3_1,Q22#1_4_1,Q22#1_5_1,Q22#1_6_1,Q22#1_7_1,Q22#1_8_1,Q22#1_9_1,Q22#1_10_1,Q22#1_11_1,Q22#1_12_1,Q22#1_13_1,Q22#1_14_1,Q22#2_1,Q22#2_2,Q22#2_3,Q22#2_4,Q22#2_5,Q22#2_6,Q22#2_7,Q22#2_8,Q22#2_9,Q22#2_10,Q22#2_11,Q22#2_12,Q22#2_13,Q22#2_14,Q119,Q24_1,Q24_2,Q24_3,Q24_4,Q24_5,Q24_6,Q24_7,Q24_8,Q24_9,Q24_10,Q24_11,Q24_12,Q24_13,Q24_14,Q25,Q26,Attn check 1,Q28_2,Q28_3,Q30_1,Q30_2,Q31_1,Q31_2,Q32,Q33,Q34,Q103,Q104,Attn check 2,Q37,Q38,Q39,Q40,Q41,Q42,Q44,Q45,Q46,Q47,Q21_1,Q21_2,Q21_12,Q21_13,Q21_14,Q21_16,Q21_15,Q22_6,Q22_8,Q24 w attn check_1,Q24 w attn check_2,Q24 w attn check_3,Q24 w attn check_4,Q24 w attn check_5,Q24 w attn check_6,Q102,Q48,Q49,Q50,Q51,Q52_1,Q52_2,Q101,aid
100.15.6.176,435,R_6QMcThp310nGIEF,39,-77,1,1,21,1,3,1,1,11,11,0,25,0,50,25,0,"1,2","1,2","1,2","1,2","1,2","1,2","1,2","1,2",2,5,5,"1,2","1,2","1,2",,4,4,"1,2",4,"1,2",4,4,,2,3,,,,,,50,50,50,50,50,60,77,66,,,,55,55,66,3,3,3,3,3,3,3,3,,,,3,3,3,,44,33,33,33,33,55,55,55,44,,,33,55,43,3,3,3,3,3,3,3,3,3,,,3,3,3,,2,2,1,1,1,2,2,2,1,2,1,2,1,2,"17,20",Friend,3,6,8,9,15,15,24,5,3,7,6,,2,2,3,3,,2,2,3,4,4,1,4,5,4,4,4,4,4,4,4,5,5,5,4,7,5,"2,4,5",5,3,2,20602,1214,1222,1,65ac0e96-1fd6-bc53-e5e6-daef227f9628
173.174.52.30,1154,R_6QMqhSH0MV8G6QN,30,-98,1,1,45,2,7,1,12,4,5,0,30,5,15,5,0,"1,2","1,2",2,2,5,"1,2",2,5,5,5,5,"1,2",5,1,,4,4,4,4,4,4,4,,,,,,,,,30,25,,,,5,,,,,,5,,10,3,3,,,,3,,,,,,3,,3,,30,20,0,5,,5,5,,,,,10,,,3,3,3,3,,3,3,,,,,3,,,,1,2,3,2,4,2,3,4,4,4,4,2,2,2,15,,3,41,40,79,45,61,28,5,1,8,"1,8",,2,3,3,2,,2,2,4,4,5,4,4,4,4,6,6,4,4,6,6,6,4,6,4,7,5,"4,5,7",7,1,1,78748,2567,2794,3,6596cc9f-6359-6e7a-1b51-faf5d9b00789
172.58.36.0,1676,R_6Qaa15359yajNtz,39,-121,1,1,45,1,6,1,12,3,3,10,30,10,15,20,15,"1,2",5,5,"1,2",5,"1,2",5,5,5,5,5,5,5,"1,2",,"1,2","1,2",4,4,4,4,4,,,,,,,,,190,,,25,,80,,,,,,,,25,3,,,3,,3,,,,,,,,3,,90,,,15,,40,,,,,,,,15,3,,,3,,3,,,,,,,,3,,2,4,4,2,4,2,4,4,4,4,4,4,3,3,15,,3,60,61,79,56,60,56,5,1,8,1,,2,2,2,1,2,1,1,3,4,3,2,1,1,4,7,4,1,4,1,1,7,7,1,1,7,1,"4,5,7",5,1,1,76567,2567,2733,1,65974e37-4a27-0655-2fcb-49d09c9aace0
172.58.182.161,2028,R_6QbAvEV8FbP6ywj,33,-97,1,1,45,2,4,1,12,11,11,25,40,15,15,40,15,"1,2",5,1,"1,2","1,2","1,2",5,5,5,"1,2",2,2,"1,2","1,2",Hello fresh ,4,4,2,2,2,2,4,2,2,2,2,,2,2,1,100,,0,20,30,0,,,,0,,,40,0,3,,3,3,2,3,,,,3,,,3,3,1,75,,,30,40,50,,,,0,40,0,20,20,"1,2",,,3,2,3,,,,3,2,3,1,1,1,2,4,2,2,1,2,2,4,4,3,3,1,2,1,15,,3,19,67,89,149,79,71,1,3,8,"1,8",,2,2,2,2,,2,1,4,2,1,2,4,1,4,7,3,1,6,5,7,6,7,5,4,7,3,4,7,4,3,75074,2567,2610,2,659ea21e-9d63-097c-f0ee-bd94731c7a79
66.215.201.144,1289,R_6QcsTj6nitgBgvo,34,-118,1,1,5,1,5,1,12,9,10,10,50,15,25,0,0,"1,2","1,2",5,5,5,"1,2",5,"1,2",5,5,5,5,"1,2","1,2",,"1,2",4,4,4,4,4,4,,,,,,,,,50,180,,,,70,,0,,,,,40,40,3,3,,,,3,,3,,,,,3,3,,50,170,,,,60,,0,,,,,40,40,3,3,,,,3,,3,,,,,3,3,,2,2,2,2,2,1,2,2,2,2,2,2,3,1,15,,3,60,45,120,120,30,60,5,1,"1,6","1,6,8",,2,3,2,3,,1,2,1,1,1,2,5,5,5,6,4,4,4,6,5,6,5,5,5,7,4,"4,5,7",4,3,1,92860,191,224,3,659adada-6a7d-55c5-0dcc-2356cae4efa9
107.77.227.85,610,R_6QgpRklJP2GxfqM,34,-118,1,1,5,1,3,2,12,11,11,15,25,15,15,15,15,"1,2","1,2","1,2",5,"1,2",5,"1,2",5,5,5,5,5,"1,2","1,2",,4,4,4,4,4,4,4,,,,,,,,,80,80,60,,50,,50,,,,,,40,40,2,2,2,,2,,2,,,,,,2,2,3,60,60,60,,40,,40,,,,,,30,30,2,2,2,,2,,2,,,,,,2,2,4,2,2,2,2,2,4,2,2,3,4,4,4,2,2,15,,3,41,41,74,79,61,72,5,1,8,"1,3",,2,3,3,2,,2,2,4,2,2,4,6,6,5,6,4,1,6,6,6,7,7,7,4,7,1,"2,4,5",7,2,2,91007,191,210,2,65abd534-26d1-8fea-52b6-4c3db760e766
67.183.190.84,1013,R_6Qms31nRihSbD6q,48,-122,1,1,49,2,6,1,12,10,10,7,10,5,15,25,0,"1,2","1,2",5,5,"1,2",2,2,5,5,5,2,"1,2","1,2","1,2",idk,"1,2",4,4,4,4,4,4,,,,,,,,,100,50,,,100,,,,,,,73,55,50,3,3,,,2,,,,,,,1,1,1,4,100,80,,,100,10,100,,,,0,55,100,55,1,1,,,1,1,1,,,,3,1,1,1,,2,2,4,4,4,2,2,4,2,4,4,2,2,2,15,,3,39,16,120,116,61,91,1,1,"6,9","1,6,7",,2,3,2,2,,1,2,1,1,3,2,4,4,5,7,5,4,7,4,5,6,5,6,5,7,4,"4,5,7",7,3,2,98201,3001,3032,3,659a0647-a17d-e127-b02a-0ef5e3b1a921
71.121.235.114,2486,R_6QoUmYZfPysG17S,39,-77,1,1,21,2,6,1,12,7,7,15,60,20,15,30,20,"1,2","1,2",5,1,5,"1,2",5,5,5,5,5,5,"1,2","1,2",,4,4,4,4,4,4,4,,,,,,,,,40,60,,15,,15,,,,,,,20,15,3,3,,3,,3,,,,,,,3,3,,35,45,,,,10,,,,,,,15,20,3,3,,,,3,,,,,,,3,3,,1,1,4,3,4,1,4,4,4,4,4,4,2,2,15,,3,14,15,52,53,76,94,4,1,8,"1,2,7",,2,3,3,2,,2,2,3,2,5,4,3,2,3,7,5,3,7,5,5,7,7,6,6,7,6,"4,5,6",3,1,1,21043,1214,146,2,659abd35-23c7-775c-fb44-32b36f872355
166.182.254.34,848,R_6QsIjX3ezcJ303L,35,-81,1,1,34,1,5,1,12,1,1,0,6,2,5,8,0,5,"1,2",5,5,5,"1,2",5,5,5,5,5,"1,2","1,2","1,2",,"1,2",4,4,4,4,4,4,,,,,,,,,,0,,,,21,,,,,,3,5,5,,3,,,,3,,,,,,3,3,3,,,0,,,,21,,,,,,5,5,5,,3,,,,3,,,,,,3,3,3,,4,2,4,4,2,2,4,4,4,4,4,2,2,2,15,,3,20,20,20,20,62,62,5,1,8,"1,2",,2,2,2,1,2,1,2,4,4,5,4,4,4,4,6,4,4,4,4,4,4,4,4,4,7,4,"3,4",6,1,1,27834,1924,1998,1,659fe746-176e-6997-9e7b-d792248e9ee7
74.33.111.154,923,R_6Qu3jRWU9NgkL1J,44,-94,1,1,24,1,7,1,12,4,4,0,15,2,5,1,2,5,"1,2",5,5,5,"1,2",5,5,5,5,5,5,5,"1,2",,4,4,4,4,4,4,4,,,,,,,,,,20,,,,5,,,,,,,,20,,3,,,,3,,,,,,,,3,,,15,,,,5,,,,,,,,20,,3,,,,3,,,,,,,,3,,4,2,4,4,4,2,2,4,4,4,4,4,4,2,15,,3,40,40,30,30,60,60,5,1,6,1,,2,3,3,2,,2,2,4,2,5,4,4,4,4,5,4,4,5,4,3,6,6,5,5,7,4,"4,5,7",5,1,1,56057,1338,1378,1,6596c342-9cf3-9ac7-c2a8-2a0bf0f20421
172.59.231.182,1183,R_6QyJE4tk3uh12B4,40,-105,1,1,6,1,7,1,12,2,2,2,9,4,20,0,0,2,"1,2",2,5,5,1,5,5,5,5,5,5,5,5,,1,1,4,4,4,4,4,,,,,,,,,,50,,,,20,,,,,,,,,,3,,,,3,,,,,,,,,,50,40,20,,,,,,,,,,,,3,3,3,,,,,,,,,,,,,2,2,2,3,4,2,4,1,4,4,4,4,4,4,15,,3,110,109,58,58,60,59,5,1,"2,3,4,5",6,,2,3,3,2,,2,1,3,2,2,1,5,4,6,6,7,5,6,6,1,7,5,5,5,7,5,"1,4,5",4,1,1,80517,250,286,2,6599f100-36dd-ba17-68b5-df3c19bfe813
172.59.189.29,1044,R_6R2l1mxttZXjZA9,42,-88,1,1,14,2,2,1,"3,7",11,11,0,0,0,0,0,0,1,5,1,1,1,"1,2","1,2",2,2,2,5,1,1,1,,1,4,1,4,1,4,4,,,,,,1,1,,0,,0,0,0,0,0,,,,,0,0,0,"1,3",,"2,3","2,3","1,3","2,3",3,,,,,"1,3",3,"2,3",2,,,,,,0,0,0,0,0,,,,,,,,,,1,2,3,1,2,,,,,4,2,2,1,1,1,2,2,2,2,2,2,2,2,2,17,It was just in my area. ,3,55,54,120,125,119,152,1,1,8,"1,2,6",,2,2,2,2,,2,2,3,2,2,1,3,3,3,3,3,3,3,5,5,5,5,5,5,7,5,"1,2,5",7,4,1,60660,609,435,3,65bb3fb9-4d1e-4a46-ec9a-5fa3d7c82a03
65.188.251.61,589,R_6R48szSTmS4bwUc,36,-80,1,1,34,2,6,1,12,6,7,5,65,10,10,5,5,5,"1,2",5,5,5,5,5,5,5,5,5,5,"1,2","1,2",,4,4,4,4,4,4,4,,,,,,,,,,150,,,,,,,,,,,0,0,,3,,,,,,,,,,,3,3,,,150,,,,,,,,,,,0,0,,3,,,,,,,,,,,3,3,,2,2,4,4,4,2,4,4,4,4,4,4,2,2,15,,3,24,35,63,64,59,61,5,1,8,1,,2,3,3,2,,2,2,4,1,5,4,7,5,5,7,7,5,7,7,5,7,7,7,6,7,4,"4,5,7",5,2,1,27292,1924,1953,1,6596a6f5-2bc6-e67d-7eb0-4a3796d12f33
99.99.44.221,2513,R_6R8hu7ug7xqwXOV,34,-84,1,1,11,1,6,1,12,8,10,14,46,18,22,15,9,"1,2","1,2",2,5,5,5,2,5,5,5,5,5,"1,2",5,,4,4,4,4,4,4,4,,,,,,,,,50,140,,,,,,,,,,,25,,3,3,,,,,,,,,,,3,,,35,120,35,,,,24,,,,,,9,,3,3,3,,,,3,,,,,,3,,,2,1,2,4,4,4,3,4,4,4,4,4,2,4,15,,3,60,92,76,121,23,28,5,2,8,"1,4,5,7,8",,2,3,3,2,,2,2,4,2,3,4,5,5,5,6,4,4,6,6,5,7,6,6,7,7,4,"3,4,5",7,2,1,30062,398,431,2,659af3e4-5fb2-ef37-7689-9bdc88e109d0
72.28.15.36,1123,R_6R949kLh61JA0bX,41,-75,1,1,39,2,6,1,12,5,5,10,10,10,40,0,30,5,"1,2",5,5,5,5,5,5,5,5,5,5,5,5,,4,4,4,4,4,4,4,,,,,,,,,,60,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,60,,,,,,,,,,,,,,3,,,,,,,,,,,,,,4,3,4,4,4,4,4,4,4,4,4,4,4,4,15,,3,31,17,78,77,42,15,5,1,8,1,,2,3,3,2,,2,2,4,1,5,4,5,5,5,7,4,1,4,4,6,5,6,4,4,7,4,4,6,2,1,18428,2283,549,1,65966450-446f-2b6e-51c6-f39d55de915c
72.135.54.254,2351,R_6RHJkeRW17ecSUV,43,-88,1,1,51,1,7,1,12,2,3,12,30,7,5,20,3,"1,2",2,5,"1,2",5,2,5,2,2,5,"1,2",5,5,"1,2",Schwan's ,4,4,4,4,4,4,4,,,,,,,,,50,,,10,,,,,,,10,,,30,3,,,3,,,,,,,2,,,3,3,60,5,,5,,0,,0,0,,10,,,25,3,3,,3,,3,,3,3,,2,,,3,3,1,2,2,2,3,2,3,3,3,4,3,3,3,2,19,"Bought from them years ago, at least 15 years.",3,30,30,60,60,90,90,5,1,8,"1,2",,2,3,1,2,,2,2,3,4,5,4,4,3,5,5,4,4,4,5,3,5,6,5,5,7,3,"3,4,5,7",5,1,1,53105,3097,3149,2,65976770-1601-5731-1079-598dacdc4f2f
24.182.191.236,567,R_6RNZY18E5M1mGtP,39,-91,1,1,26,2,4,1,12,11,11,15,25,12,10,0,0,"1,2",5,5,5,5,5,5,5,5,5,5,5,"1,2","1,2",,4,4,4,4,4,4,4,,,,,,,,,150,,,,,,,,,,,,50,25,1,,,,,,,,,,,,1,"1,2",1,125,,,,,,,,,,,,75,35,"1,2",,,,,,,,,,,,"1,2","1,2",4,2,3,1,4,4,3,4,4,4,4,1,4,1,1,20,Advertising in the area,3,66,20,58,29,65,50,1,1,8,3,,2,3,3,2,,2,2,1,2,1,5,3,2,5,6,2,5,5,2,7,7,6,6,6,7,6,"5,7",8,3,3,63385,1509,1601,2,659d39a5-d4a3-4b50-b814-a9f4f4c8c292
74.133.68.145,764,R_6RQ9dAu4z83IYUa,40,-83,1,1,36,1,6,1,12,11,12,30,20,20,15,12,10,"1,2",5,5,"1,2","1,2",5,5,5,5,5,5,5,"1,2","1,2",,4,4,4,4,4,4,4,,,,,,,,,100,,,12,200,,,,,,,,25,10,1,,,1,2,,,,,,,,1,1,4,150,,,10,120,,,,,,,,20,25,1,,,1,2,,,,,,,,1,1,4,2,3,3,2,3,4,4,4,4,4,4,3,3,2,15,,3,18,18,86,69,54,53,1,3,"2,5,6","1,6",,2,3,3,2,,2,2,1,1,3,4,4,1,6,7,3,1,5,6,7,7,6,5,6,7,1,"4,5,7",8,2,1,43081,2079,31,2,65996d52-6a9a-052c-446f-cad6cf4de0e6
108.241.3.227,587,R_6RVcyeCSwlNmba0,33,-117,1,1,5,1,4,1,12,9,9,20,200,25,75,0,50,1,1,1,1,1,1,1,1,1,5,5,1,1,1,,4,4,4,4,4,4,4,,,,,,,,,100,150,50,20,75,25,25,20,20,,,50,25,25,3,3,3,3,3,3,3,3,3,,,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,3,1,3,1,3,3,3,3,1,1,1,20,Drive by,3,25,15,40,15,59,39,1,1,8,1,,2,2,3,3,,2,2,1,1,1,5,1,1,1,7,1,1,1,1,1,7,1,1,1,7,1,"4,5,7",5,3,2,91942,191,228,3,65ab71e7-f6dc-188a-3bcb-27291847537d
73.77.104.249,1636,R_6RaAVzePS8JvdWj,30,-96,1,1,45,2,4,1,12,4,4,25,100,30,45,100,0,"1,2","1,2",5,5,5,"1,2",5,5,5,5,5,5,"1,2",5,,"1,2",1,4,4,"1,2",4,"1,2",,3,,,1,2,,,100,200,,,,5,,,,,,,20,,3,3,,,,3,,,,,,,3,,,100,200,,,,5,,,,,,,20,,3,3,,,,3,,,,,,,3,,,2,2,4,4,4,2,4,4,4,4,4,4,2,2,15,,3,120,120,240,240,60,60,5,3,7,1,,2,2,2,1,1,1,1,1,2,1,1,6,6,6,7,4,1,4,1,7,7,7,2,1,7,1,"1,4,5",7,4,3,77406,2567,2646,2,659791d5-580b-6d7d-9bfe-10ab727e6baa
174.216.51.240,817,R_6RquWSS90e8cb1T,40,-75,1,1,39,1,4,1,12,12,12,20,75,25,25,30,5,"1,2","1,2",5,"1,2","1,2","1,2",5,"1,2","1,2",5,5,"1,2","1,2","1,2",,4,4,4,4,4,4,4,,,,,,,,,50,70,,10,5,10,,5,5,,,5,15,5,3,1,,3,1,3,,3,3,,,3,3,3,,25,95,,5,5,30,,5,4,,,1,9,1,3,3,,3,1,3,,3,3,,,3,3,3,,1,2,3,3,3,1,3,2,2,4,4,2,2,2,15,,3,62,63,20,123,28,131,4,1,8,"1,4,5",,2,3,3,2,,2,2,1,2,1,3,5,1,5,6,1,1,5,7,5,7,6,7,6,7,4,"3,4,7",5,2,1,17602,2283,1737,2,65b5d195-4735-853a-3152-e64d6fbeeaa1
184.83.77.230,867,R_6Rsaeep9SnCpcNe,43,-97,1,1,36,2,2,1,3,11,11,50,10,10,20,,20,"1,2","1,2",5,1,1,1,1,5,5,1,1,1,1,1,"walmart, amazon",4,4,4,4,1,1,4,,,,,,1,1,1,100,100,,30,150,30,0,,,0,50,0,0,0,"1,2","1,2",,1,"1,2",3,3,,,3,1,3,3,3,3,200,200,,,,,,,,,,,,,"1,2","1,2",,,,,,,,,,,,,3,1,1,2,2,1,2,3,3,3,3,2,3,3,1,"19,20",the flyers,3,77,70,215,240,92,67,1,1,8,"1,7,8,11",2,2,2,3,3,,2,2,1,4,3,5,6,5,6,7,7,7,7,5,7,7,7,7,5,7,5,"4,5,6",7,3,2,43227,2079,2094,3,65ab2e6a-a0fc-9ae2-6b85-27bc8c071370
174.240.161.16,684,R_6RxfWq8Udvp0JMZ,33,-112,1,1,3,1,4,1,12,3,5,15,30,5,10,20,20,"1,2",2,5,"1,2","1,2","1,2",5,5,5,5,"1,2","1,2","1,2","1,2",Omaha steaks,4,4,4,4,4,4,4,,,,,,,,,100,,,50,25,15,,,,,100,25,15,15,3,,,3,2,3,,,,,2,3,3,3,4,100,50,,25,25,15,,,,,50,25,25,25,3,3,,3,2,3,,,,,2,3,3,3,4,2,2,4,2,2,2,2,4,4,4,2,2,2,2,15,,3,60,60,60,60,60,60,5,1,8,2,,2,2,2,1,3,1,1,3,2,2,4,5,3,5,5,3,5,5,5,5,5,5,5,5,7,5,"4,6,7",3,1,1,85302,99,107,3,65a0cbd7-a8b5-d8d6-e0f9-7846fefdef08
24.170.91.135,1164,R_6Ryh3uGfoyxXgjQ,28,-99,1,1,45,1,5,1,"1,12",8,8,10,35,10,10,30,15,"1,2","1,2",5,5,"1,2","1,2","1,2",5,5,5,5,"1,2","1,2","1,2",,4,4,4,4,4,4,4,,,,,,,,,40,30,,,5,5,20,,,,,10,60,20,3,3,,,2,3,3,,,,,3,3,3,3,40,30,,,10,10,15,,,,,10,20,0,3,3,,,2,3,3,,,,,3,3,3,3,2,2,4,4,2,1,3,4,4,4,4,3,2,2,15,,3,38,38,60,38,60,0,1,3,8,"1,2,5,8",,2,2,2,1,2,1,1,4,4,3,2,5,2,5,7,5,5,5,4,6,6,7,7,7,7,7,"4,5,7",7,4,1,78040,2567,2807,2,6596b0b7-e703-2708-fff2-29d4b0ee17da
68.186.190.10,1152,R_6S0KaEuUuwf9sEB,32,-86,1,1,1,2,6,1,12,12,12,20,100,20,10,5,20,"1,2","1,2",5,5,5,5,5,2,5,5,5,5,1,"1,2",,4,4,4,4,4,4,4,,,,,,,,,75,100,,,,,,,,,,,35,50,2,2,,,,,,,,,,,3,3,1,75,100,,,,,,20,,,,,,80,2,2,,,,,,3,,,,,,3,2,2,1,4,4,4,4,4,2,4,4,4,4,1,1,15,,3,32,68,52,103,125,44,1,2,6,"2,3,8",,2,3,3,2,,2,2,1,1,5,5,3,2,5,7,7,3,7,7,7,7,7,7,7,7,7,"4,5,7",5,3,1,36109,1,52,3,659752e4-51d8-a70c-427a-aad6c3715775
69.23.34.106,847,R_6S2zw1LFRrY4uTn,38,-85,1,1,18,1,3,1,12,5,5,5,60,20,10,0,5,"1,2","1,2",5,"1,2",5,5,"1,2",5,5,5,5,"1,2","1,2","1,2",,4,"1,2",4,4,4,4,4,,,,,,,,,100,50,,10,,,20,,,,,0,0,0,3,3,,3,,,3,,,,,3,3,3,,100,70,,15,,,25,,,,,15,0,0,3,3,,3,,,3,,,,,3,3,3,,3,3,4,3,3,1,3,4,4,4,4,3,3,3,15,,3,58,39,60,42,44,31,1,1,8,"1,2,5,8",,2,2,1,1,2,1,1,2,2,1,3,1,1,1,7,1,1,1,5,5,6,6,1,1,7,5,"3,4,7",3,1,1,40383,1011,711,2,659ce909-b6bf-3f88-a232-9759adeb78ca
166.196.65.58,2186,R_6S6YNyt9wC4Y8WR,33,-97,1,1,45,2,6,2,12,2,1,20,80,20,50,20,20,"1,2","1,2","1,2","1,2","1,2","1,2",5,5,5,5,5,2,1,1,,4,4,4,4,"1,2",4,4,,2,,,,2,,,100,80,50,40,0,20,,,,,,,80,20,1,3,1,3,3,3,,,,,,,3,3,,160,140,80,40,0,50,,,,,,30,,,1,3,3,3,3,3,,,,,,3,,,,2,2,2,2,2,2,2,2,2,2,3,2,2,3,"17,20",It was next to my house and wanted to check it out.,3,82,84,100,113,85,132,1,1,"1,2,4,7",6,,2,3,3,2,,2,2,4,2,3,5,7,7,7,6,7,7,6,7,7,7,7,7,7,7,7,"1,2,3",5,2,1,79912,2567,272,3,65980553-b4fd-365a-b990-889beba0b54f
50.232.60.190,895,R_6S7Vwb48kSuZWh6,43,-71,1,1,22,1,7,1,12,5,5,10,5,5,2,10,5,5,"1,2",5,"1,2",5,"1,2","1,2",5,5,5,5,5,"1,2",5,,4,4,4,4,4,4,4,,,,,,,,,,35,,5,,5,5,,,,,,10,,,3,,3,,3,3,,,,,,1,,,,35,,5,,5,5,,,,,,10,,,3,,3,,3,3,,,,,,1,,,1,2,2,3,4,2,2,4,4,4,4,4,2,4,15,,3,35,31,59,59,57,57,1,1,1,1,,2,3,3,2,,2,2,1,4,1,4,2,2,2,6,1,1,7,3,1,5,3,3,5,7,4,"4,5,7",7,1,1,1824,1239,319,2,659732d9-2447-fa60-62b0-c7b719557143
107.132.167.33,1002,R_6SAKOdiBYizylyG,43,-86,1,1,23,2,6,1,12,2,2,30,180,30,60,150,50,"1,2",5,5,5,5,5,"1,2",5,5,5,5,5,5,5,,4,4,4,4,4,4,4,,,,,,,,,100,,,,,,25,,,,,,,,2,,,,,,2,,,,,,,,4,100,,,,,,25,,,,,,,,2,,,,,,2,,,,,,,,4,2,4,4,4,4,4,2,4,4,4,4,4,4,4,15,,3,80,80,115,113,50,47,5,1,6,1,,2,3,2,1,2,1,2,1,4,5,4,5,5,5,5,5,5,5,5,5,5,6,6,6,7,5,"3,4,7",5,2,1,49858,1254,1309,1,659632e2-47b7-e554-79ae-554640c3f685
12.74.62.72,863,R_6SJk88sKIBmljmc,39,-77,1,1,39,1,5,1,12,8,8,50,200,50,20,50,0,"1,2",5,5,5,5,5,"1,2",5,5,5,5,5,"1,2","1,2",,4,"1,2",4,4,4,4,4,,,,,,,,,230,,,,,,50,,,,,,20,20,3,,,,,,3,,,,,,3,3,,320,,,,,,0,,,,,,0,0,3,,,,,,3,,,,,,3,3,,3,3,4,4,4,2,4,4,4,4,4,4,3,3,15,,3,120,85,225,186,240,208,4,1,8,1,,2,1,1,1,1,1,1,1,2,5,4,7,6,6,7,6,6,6,7,2,6,6,6,6,7,5,"1,3,5",4,4,3,18603,2283,2323,1,65ab6622-7bb1-9ec2-18cd-42e15df05b94
174.179.119.184,1449,R_6SYVduLO0N0mtfX,39,-78,1,1,48,2,5,1,12,11,11,15,230,70,90,100,0,"1,2","1,2",5,5,5,"1,2",5,5,5,5,5,5,"1,2",5,,4,4,4,4,4,4,4,,,,,,,,,200,105,,,,200,,,,,,,250,,3,3,,,,3,,,,,,,3,,,200,105,,,,200,,,,,,,250,,3,3,,,,3,,,,,,,3,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,15,,3,84,71,191,150,190,169,5,3,4,"1,2",,2,3,3,2,,2,2,1,2,1,4,4,4,5,3,5,4,4,5,4,5,5,5,4,7,5,"4,5,7",5,4,3,22642,2867,2949,1,659aad14-1b23-655b-ccb4-fccc9b1ecadb
68.33.206.109,1076,R_6SdcnZWPZxvcgkc,37,-77,1,1,48,2,5,1,12,2,1,15,15,10,9,8,16,1,1,5,2,5,1,2,2,5,5,5,1,1,1,,4,4,1,1,1,4,4,,,,,,2,2,,75,25,,,,10,,,,,,0,16,0,3,3,,,,3,,,,,,3,3,3,,,,,10,,,0,15,,,,,,,,,,3,,,3,3,,,,,,,,2,2,2,2,4,2,2,2,4,2,4,2,2,2,17,I dont know,3,22,45,86,67,101,93,5,3,8,1,,2,1,1,3,,1,1,1,1,1,4,5,5,5,5,6,5,6,5,5,5,4,5,4,7,5,"1,3,4",2,2,1,22980,2867,2875,2,6599acb0-44a1-2689-9026-27bcbd5e47f2
172.58.123.172,784,R_6Sjtj9uxAQEwyHf,42,-83,1,1,23,2,5,1,12,8,9,25,40,20,15,0,20,"1,2","1,2",5,5,5,5,5,5,5,5,5,5,"1,2",5,,4,4,2,4,2,4,4,,2,2,,,,,,100,75,,,,,,,,,,,40,,3,3,,,,,,,,,,,3,,,100,100,,,,,,,,,,,20,,3,3,,,,,,,,,,,3,,,3,3,4,4,4,4,4,4,4,4,4,4,3,4,15,,3,30,31,59,63,79,82,1,1,5,8,,2,3,3,2,,2,2,1,2,1,4,6,5,7,7,5,3,7,6,3,7,6,6,3,7,7,"1,4,5",5,2,1,48178,1254,1317,2,659e45f6-921e-5fa4-592d-d4ce1642c3de
73.127.189.64,1084,R_6SkvMK2qVRCtxZI,35,-107,1,1,32,2,7,1,12,4,4,20,60,40,50,20,20,"1,2","1,2",5,5,5,"1,2",2,2,5,5,5,5,"1,2",1,,4,4,4,4,4,4,4,,,,,,,,,50,150,,,,20,,,,,,,30,30,2,3,,,,3,,,,,,,2,2,1,75,40,,,,20,0,20,,,,,30,,3,2,,,,3,3,3,,,,,2,,2,2,2,4,4,4,2,4,3,4,4,1,4,3,2,15,,3,81,85,120,120,100,99,5,1,4,"1,7",,2,2,2,1,2,2,2,1,1,5,4,5,5,5,7,1,5,6,6,5,5,6,7,6,7,5,"4,5,7",5,3,1,87112,1827,1828,3,6596307a-4e79-612d-a8ef-ce564a43fb3f
